hotel_id,address,rank,phone,n_Excellent,n_VeryGood,n_Average,n_Poor,n_Terrible,amenities,hotel_class
55,"4 Soi Sukhumvit 31, Klongtoey-Nua, Wattana, None, Bangkok 10110, Thailand",#229,,105,87,39,6,8,Room service | Free High Speed Internet (WiFi) | Breakfast included | Dry Cleaning | Laundry Service | Non-smoking hotel | Air conditioning | Non-smoking rooms,30
56,"48 Samsen Rd., Soi Samsen 3, Banglumpoo, Bangkok 10200, Thailand",#36,,173,148,47,11,6,Free High Speed Internet (WiFi) | Breakfast included | Room service | Breakfast Available | Business Center with Internet Access | Concierge | Laundry Service | Non-smoking hotel | Air conditioning | Non-smoking rooms,25
57,"7, Soi Sukhumvit 14, Sukhumvit Road, Khlong Toei, Khlong Toei, Bangkok 10110, Thailand",#220,,483,659,200,44,31,Free High Speed Internet (WiFi) | Free parking | Non-smoking hotel | Public Wifi | Wheelchair access | Air conditioning | Accessible rooms | Non-smoking rooms | Smoking rooms available,25
58,"Silom Road 1055, Bangrak, Bangkok 10500, Thailand",#92,,1774,505,181,65,63,Pool | Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Room service | Restaurant | Spa | Free parking | Bar/Lounge | Breakfast included | Airport transportation | Babysitting | Banquet Room | Breakfast Available | Business Center with Internet Access | Children Activities (Kid / Family Friendly) | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Wheelchair access | Air conditioning | Microwave | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Kitchenette | Non-smoking rooms | Smoking rooms available | Suites,50
59,"400 Phyathai Road, None, Bangkok 10330, Thailand",#199,,328,210,57,20,20,Free High Speed Internet (WiFi) | Pool | Room service | Free parking | Restaurant | Bar/Lounge | Breakfast included | Airport transportation | Banquet Room | Concierge | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Public Wifi | Sauna | Air conditioning | Minibar | Suites,40
60,"None, None, NoneNone",,,99,24,9,0,3,Pool | Room service | Restaurant | Bar/Lounge | Fitness Center with Gym / Workout Room | Free Internet | Free parking | Airport transportation | Babysitting | Banquet Room | Breakfast Available | Business Center with Internet Access | Children Activities (Kid / Family Friendly) | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Paid Internet | Paid Wifi | Public Wifi | Sauna | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Non-smoking rooms | Suites,50
61,"180/1, Surawong Road, Si Phraya, Bang Rak, Bangkok 10500, Thailand",#68,,1186,445,69,28,34,Free High Speed Internet (WiFi) | Pool | Room service | Free parking | Restaurant | Bar/Lounge | Fitness Center with Gym / Workout Room | Airport transportation | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Public Wifi | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Non-smoking rooms | Smoking rooms available | Suites,45
62,"235/20-25 Sukhumvit 21 , Klong Toey Nue, Wattana, None, Bangkok 10110, Thailand",#82,,247,195,61,15,18,Restaurant | Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Pool | Room service | Free parking | Concierge | Dry Cleaning | Laundry Service | Multilingual Staff | Non-smoking hotel | Outdoor pool | Shuttle Bus Service | Wheelchair access | Air conditioning | Microwave | Refrigerator in room | Family Rooms | Kitchenette | Non-smoking rooms | Suites,40
63,"1522/2 Soi Kaysorn 1, Charoenkrung Rd., None, Bangkok 10500, Thailand",#117,,1316,991,151,36,23,Pool | Room service | Restaurant | Fitness Center with Gym / Workout Room | Free parking | Free High Speed Internet (WiFi) | Spa | Breakfast included | Airport transportation | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Outdoor pool | Sauna | Self-Serve Laundry | Air conditioning | Microwave | Refrigerator in room | Accessible rooms | Family Rooms | Kitchenette | Non-smoking rooms | Suites,40
64,"100 Soi Lad Krabang 7, On-nut Lad Krabang Road, None, Bangkok 10520, Thailand",#32,,,,,,,,
65,"Park Ventures Ecoplex, 57 Wireless Road, Lumpini, Pathumwan, Bangkok 10330, Thailand",#6,02 687 9000,2708,454,92,31,31,Free High Speed Internet (WiFi) | Pool | Room service | Free parking | Bar/Lounge | Spa | Fitness Center with Gym / Workout Room | Restaurant | Airport transportation | Babysitting | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Public Wifi | Sauna | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Family Rooms | Non-smoking rooms | Smoking rooms available | Suites,50
66,"75/1 Saladaeng Road Soi 1, Silom, Bangrak, Bangkok 10500, Thailand",#140,,716,881,218,50,36,Restaurant | Pool | Room service | Fitness Center with Gym / Workout Room | Free High Speed Internet (WiFi) | Free parking | Bar/Lounge | Airport transportation | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Hot Tub | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Public Wifi | Sauna | Wheelchair access | Air conditioning | Microwave | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Kitchenette | Non-smoking rooms | Smoking rooms available | Suites,40
67,"None, None, NoneNone",,,3424,1005,229,84,43,Pool | Restaurant | Fitness Center with Gym / Workout Room | Room service | Free parking | Bar/Lounge | Spa | Free Internet | Airport transportation | Babysitting | Banquet Room | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Hot Tub | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Outdoor pool | Paid Wifi | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Non-smoking rooms | Smoking rooms available | Suites,50
68,"61, Witthayu Road, Lumphini, Pathum Wan, Bangkok 10330, Thailand",#3,00 1 844-631-0595,3132,649,161,40,46,Pool | Room service | Restaurant | Fitness Center with Gym / Workout Room | Free High Speed Internet (WiFi) | Free parking | Bar/Lounge | Spa | Airport transportation | Babysitting | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Public Wifi | Wheelchair access | Air conditioning | Minibar | Family Rooms | Non-smoking rooms | Suites,50
69,"90 Phra Sumen Road, Banglamphu, Phra Nakhon, Bangkok 10200, Thailand",#236,,83,118,32,8,4,Free High Speed Internet (WiFi) | Dry Cleaning | Multilingual Staff | Non-smoking hotel | Public Wifi | Air conditioning | Refrigerator in room | Family Rooms | Non-smoking rooms,20
70,"566 Ploenchit Road, Lumpini, Pathum Wan, Bangkok 10330, Thailand",#55,02 305 6000,3390,1673,226,51,34,Pool | Restaurant | Fitness Center with Gym / Workout Room | Room service | Free parking | Free High Speed Internet (WiFi) | Spa | Airport transportation | Babysitting | Banquet Room | Breakfast Available | Children Activities (Kid / Family Friendly) | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Outdoor pool | Public Wifi | Sauna | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Non-smoking rooms | Smoking rooms available | Suites,40
71,"47, Soi Sukhumvit 15, Khlong Toei Nuea, Bangkok 10110, Thailand",#147,02 119 3100,1155,696,232,86,58,Free High Speed Internet (WiFi) | Pool | Room service | Free parking | Restaurant | Bar/Lounge | Breakfast included | Fitness Center with Gym / Workout Room | Airport transportation | Banquet Room | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Public Wifi | Shuttle Bus Service | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Non-smoking rooms | Smoking rooms available | Suites,45
72,"106 North Sathorn Road, Silom, Bangrak, Bangkok 10500, Thailand",#17,00 1 844-631-0595,2428,710,189,41,18,Pool | Bar/Lounge | Room service | Free Internet | Free parking | Restaurant | Spa | Fitness Center with Gym / Workout Room | Airport transportation | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Outdoor pool | Paid Internet | Paid Wifi | Pets Allowed ( Dog / Pet Friendly ) | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Non-smoking rooms | Smoking rooms available | Suites,50
73,"291, Soi Naradhiwas Rajanagarindra 24, New Sathorn Road, Chong Nonsi, Yan Nawa, Bangkok 10120, Thailand",#59,02 672 0200,1288,716,153,44,30,Pool | Free parking | Fitness Center with Gym / Workout Room | Room service | Restaurant | Free High Speed Internet (WiFi) | Bar/Lounge | Spa | Airport transportation | Babysitting | Banquet Room | Breakfast Available | Children Activities (Kid / Family Friendly) | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Public Wifi | Sauna | Self-Serve Laundry | Shuttle Bus Service | Wheelchair access | Air conditioning | Microwave | Minibar | Refrigerator in room | Family Rooms | Kitchenette | Non-smoking rooms | Smoking rooms available | Suites,40
74,"441/1 Charoengkrung Road, Siwiang Silom Bangrak, Bangkok 10500, Thailand",#59,,54,13,0,1,0,Bar/Lounge | Free High Speed Internet (WiFi) | Breakfast Available | Non-smoking hotel | Public Wifi | Air conditioning | Minibar | Family Rooms | Non-smoking rooms | Suites,30
75,"73 Sukhumvit Soi 55, Klongtoey Wattana, Bangkok 10110, Thailand",#22,,293,69,19,4,6,Pool | Free parking | Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Business Center with Internet Access | Concierge | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Outdoor pool | Public Wifi | Self-Serve Laundry | Shuttle Bus Service | Wheelchair access | Air conditioning | Refrigerator in room | Family Rooms | Kitchenette | Non-smoking rooms | Suites,40
76,"13 / 3 South Sathorn Road, Thungmahamek, Bangkok 10120, Thailand",#25,,,,,,,,
77,"333, Charoen Nakhon Road, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand",#24,02 020 2888,4261,751,189,55,48,Pool | Room service | Fitness Center with Gym / Workout Room | Restaurant | Free High Speed Internet (WiFi) | Free parking | Bar/Lounge | Spa | Airport transportation | Babysitting | Banquet Room | Breakfast Available | Business Center with Internet Access | Children Activities (Kid / Family Friendly) | Concierge | Conference Facilities | Dry Cleaning | Hot Tub | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Public Wifi | Sauna | Wheelchair access | Air conditioning | Minibar | Accessible rooms | Family Rooms | Non-smoking rooms | Smoking rooms available | Suites,50
78,"23 Phra Arthit Road, Pranakorn, Bangkok 10200, Thailand",#32,,1583,572,81,22,9,Pool | Fitness Center with Gym / Workout Room | Room service | Free parking | Restaurant | Free High Speed Internet (WiFi) | Airport transportation | Breakfast Available | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Outdoor pool | Air conditioning | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Non-smoking rooms | Smoking rooms available,40
79,"45 / 1 - 2 Phra Athit Rd, Phra Nakorn, Bangkok 10200, Thailand",#94,,594,964,244,53,32,Pool | Room service | Restaurant | Free High Speed Internet (WiFi) | Bar/Lounge | Airport transportation | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Outdoor pool | Public Wifi | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms | Suites,35
80,"1030/4 Rama IV Road, Thungmahamek, Sathorn, None, Bangkok 10120, Thailand",#99,,1765,846,159,44,27,Pool | Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Room service | Free parking | Restaurant | Bar/Lounge | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Hot Tub | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Outdoor pool | Sauna | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Non-smoking rooms | Smoking rooms available | Suites,50
81,"486/149-150 Soi Petchburi 16, Petchburi Road., Ratchthewi, Bangkok 10400, Thailand",#6,,1069,216,20,7,4,Free High Speed Internet (WiFi) | Bar/Lounge | Breakfast included | Laundry Service | Non-smoking hotel | Self-Serve Laundry | Air conditioning | Non-smoking rooms,20
82,"2074 Charoenkrung Road, Watprayakrai, Bangkorlaem, Bangkok 10120, Thailand",#255,02 688 1000,868,931,287,95,49,Free High Speed Internet (WiFi) | Spa | Airport transportation | Banquet Room | Breakfast Available | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Air conditioning | Non-smoking rooms,50
83,"229, Phra Sumen Road, Talat Yot, Phra Nakhon, Bangkok 10200, Thailand",#181,,80,50,8,4,4,Pool | Room service | Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Airport transportation | Breakfast Available | Concierge | Dry Cleaning | Hot Tub | Laundry Service | Non-smoking hotel | Public Wifi | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms,40
84,"54 Sukhumvit Soi 19, Sukhumvit Road, Bangkok 10110, Thailand",#210,02 252 6800,627,424,101,25,20,Restaurant | Room service | Free parking | Free High Speed Internet (WiFi) | Bar/Lounge | Breakfast Available | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Public Wifi | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms | Smoking rooms available,40
85,"17 Soi Ratchasak, Bamrung Mueang Road, Samranrat, Phra Nakorn, Bangkok 10200, Thailand",#63,02 621 1133,320,273,51,5,0,Free High Speed Internet (WiFi) | Laundry Service | Non-smoking hotel | Self-Serve Laundry | Wheelchair access | Air conditioning | Non-smoking rooms,25
